ad_id,campaign_name,clicks,impressions,cost,leads,conversions,conversion_rate,sale_amount,ad_date,location,device,keyword,ctr,roi
A1505,dataanalyticscourse,97.0,3330.0,182.98,15.0,3.0,0.031,1102.0,2024-11-14,hyderbad,tablet,data analitics online,0.029129129129129128,5.022516121980544
A1506,data analytcis course,164.0,3117.0,198.53,25.0,5.0,0.03048780487804878,1749.0,2024-11-29,hyderbad,mobile,analytics for data,0.05261469361565608,7.809751674809853
A1507,dataanalyticscourse,134.0,3562.0,247.59,24.0,10.0,0.075,1295.0,,hyderabad,tablet,analytics for data,0.037619314991577765,4.230421260955612
A1508,dataanalyticscourse,117.0,5144.0,221.76,23.0,3.0,0.038,1338.0,,hyderbad,mobile,analytics for data,0.022744945567651633,5.033549783549784
A1509,dataanalyticscourse,168.0,4375.0,,19.0,8.0,0.048,1267.0,2024-11-06,hyderbad,mobile,online data analytic,0.0384,
A1510,data analytcis course,173.0,3328.0,224.17,15.0,10.0,0.043,1904.0,2024-11-28,hydrebad,mobile,online data analytic,0.05198317307692308,7.493553999197038
A1511,data anlytics corse,158.0,4336.0,238.29,26.0,9.0,0.052,1245.0,2024-11-30,hyderbad,tablet,online data analytic,0.03643911439114391,4.224726173989676
A1512,data analytcis course,135.0,5063.0,195.58,22.0,6.0,0.044,,,hyderbad,tablet,learn data analytics,0.02666403318190796,
A1513,dataanalyticscourse,182.0,5993.0,,19.0,3.0,0.016483516483516484,1254.0,,hyderabad,desktop,data anaytics training,0.03036876355748373,
A1514,data anlytics corse,83.0,3926.0,237.07,22.0,5.0,0.06,1667.0,2024-11-07,hydrebad,mobile,analytics for data,0.021141110545084055,6.031678407221496
A1515,dataanalyticscourse,85.0,5570.0,221.73,14.0,7.0,0.08235294117647059,1292.0,,hyderabad,tablet,data analitics online,0.01526032315978456,4.8269065981148245
A1516,data anlytics corse,98.0,5571.0,208.4,15.0,7.0,0.071,1890.0,,hyderabad,desktop,analytics for data,0.01759109675103213,8.069097888675623
A1517,data anlytics corse,151.0,5700.0,182.27,13.0,3.0,0.054,1255.0,2024-11-23,hydrebad,mobile,data analytics course,0.026491228070175437,5.885389806331267
A1518,data analytics corse,122.0,4441.0,244.38,25.0,6.0,0.049,,,hydrebad,desktop,analytics for data,0.027471290249943707,
A1519,data analytcis course,84.0,4646.0,226.32,11.0,7.0,0.051,1596.0,2024-11-30,hyderabad,tablet,analytics for data,0.018080068876452863,6.051961823966066
A1520,data analytcis course,127.0,5964.0,182.01,26.0,,,1490.0,,hyderbad,desktop,data analytics course,0.02129443326626425,7.186363386627109
A1521,data analytcis course,148.0,4725.0,187.02,25.0,3.0,0.02,1586.0,,hyderabad,mobile,learn data analytics,0.03132275132275132,7.480376430328307
A1522,dataanalyticscourse,85.0,4230.0,233.73,18.0,8.0,0.09411764705882353,1998.0,,hyderbad,tablet,data analytics course,0.02009456264775414,7.548324990373509
A1523,data analytcis course,105.0,3880.0,246.63,19.0,8.0,0.051,1598.0,,hydrebad,mobile,data anaytics training,0.027061855670103094,5.479341523740015
A1524,dataanalyticscourse,187.0,3842.0,214.35,28.0,5.0,0.031,1596.0,,hyderabad,mobile,online data analytic,0.048672566371681415,6.445766270118965
A1525,data analytcis course,153.0,3143.0,244.73,12.0,10.0,0.065,1365.0,,hyderabad,mobile,online data analytic,0.04867960547247852,4.577575287051036
A1526,data analytics corse,143.0,5781.0,208.63,21.0,9.0,0.05,1443.0,,hyderbad,mobile,data analitics online,0.024736204808856598,5.916550831615779
A1527,data anlytics corse,183.0,3790.0,202.48,21.0,8.0,0.037,1215.0,,hyderabad,desktop,data anaytics training,0.04828496042216359,5.000592651126038
A1528,dataanalyticscourse,172.0,4250.0,235.2,28.0,7.0,0.040697674418604654,1036.0,,hyderbad,mobile,learn data analytics,0.04047058823529412,3.4047619047619047
A1529,data analytics corse,98.0,3800.0,240.45,16.0,3.0,0.031,1700.0,2024-11-01,hyderabad,desktop,data analytics course,0.025789473684210525,6.070076939072572
A1530,data analytics corse,87.0,4675.0,200.71,28.0,6.0,0.069,1428.0,,hyderbad,mobile,analytics for data,0.018609625668449196,6.114742663544417
A1531,data anlytics corse,84.0,5711.0,216.02,13.0,6.0,0.07142857142857142,1654.0,2024-11-17,hyderabad,desktop,data anaytics training,0.014708457362983715,6.656698453846865
A1532,data analytcis course,151.0,3022.0,191.35,13.0,4.0,0.026,1133.0,,hyderabad,mobile,learn data analytics,0.0499669093315685,4.921087013326365
A1533,data anlytics corse,113.0,5407.0,203.23,15.0,9.0,0.037,1745.0,,hyderabad,desktop,data anaytics training,0.0208988348437211,7.586330758254195
A1534,data analytics corse,89.0,5095.0,202.21,22.0,4.0,0.056,1065.0,2024-11-07,hyderabad,tablet,data analytics course,0.01746810598626104,4.266801839671628
A1535,data analytcis course,174.0,3587.0,217.67,10.0,7.0,0.04,1226.0,,hyderabad,mobile,data anaytics training,0.04850850292723725,4.63237928975054
A1536,dataanalyticscourse,166.0,5524.0,205.53,25.0,7.0,0.04216867469879518,1241.0,,hyderabad,mobile,analytics for data,0.03005068790731354,5.038047973531844
A1537,data analytcis course,196.0,3777.0,246.52,,5.0,0.026,1159.0,2024-11-15,hyderabad,desktop,data analytics course,0.051893036801694464,3.701444101898426
A1538,data anlytics corse,97.0,3480.0,233.32,22.0,3.0,0.031,1008.0,,hydrebad,desktop,data analitics online,0.027873563218390806,3.320246871249786
A1539,data anlytics corse,89.0,4200.0,200.98,23.0,8.0,0.0898876404494382,1476.0,,hyderabad,mobile,data analytics course,0.02119047619047619,6.344014329784058
A1540,data analytcis course,130.0,5384.0,218.6,24.0,8.0,0.062,1943.0,2024-11-28,hyderbad,mobile,learn data analytics,0.024145616641901933,7.888380603842635
A1541,data analytics corse,103.0,4766.0,245.34,11.0,8.0,0.078,1488.0,2024-11-08,hyderabad,desktop,analytics for data,0.02161141418380193,5.0650525800929325
A1542,data analytics corse,138.0,3322.0,196.83,17.0,8.0,0.058,,,hyderabad,desktop,online data analytic,0.041541240216736906,
A1543,dataanalyticscourse,127.0,4625.0,207.62,17.0,3.0,0.024,1811.0,2024-11-17,hyderabad,desktop,learn data analytics,0.02745945945945946,7.722666409787111
A1544,data anlytics corse,170.0,4689.0,195.98,26.0,6.0,0.035,1873.0,2024-11-14,hyderabad,desktop,data analitics online,0.03625506504585199,8.55709766302684
A1545,dataanalyticscourse,115.0,3764.0,197.47,20.0,5.0,0.043478260869565216,1952.0,,hyderabad,desktop,learn data analytics,0.03055260361317747,8.885045829746291
A1546,data analytcis course,132.0,3365.0,198.01,17.0,9.0,0.068,1161.0,,hydrebad,desktop,analytics for data,0.03922734026745914,4.863340235341649
A1547,data analytics corse,168.0,3392.0,230.77,15.0,9.0,0.054,1504.0,,hyderabad,mobile,online data analytic,0.049528301886792456,5.517311608961303
A1548,data anlytics corse,145.0,5978.0,223.3,30.0,10.0,0.06896551724137931,1859.0,2024-11-20,hyderabad,mobile,online data analytic,0.02425560388089662,7.325123152709359
A1549,data anlytics corse,163.0,3340.0,217.35,26.0,7.0,0.043,1751.0,,hyderabad,tablet,data anaytics training,0.04880239520958084,7.056130664826318
A1550,data analytics corse,84.0,4407.0,192.52,19.0,10.0,0.119,1221.0,2024-11-03,hyderabad,tablet,learn data analytics,0.01906058543226685,5.342198213172657
A1551,data anlytics corse,124.0,3180.0,180.8,17.0,6.0,0.048,1822.0,2024-11-11,hyderabad,mobile,online data analytic,0.0389937106918239,9.077433628318584
A1552,data analytics corse,162.0,4947.0,233.76,23.0,6.0,0.045,1973.0,,hydrebad,tablet,data analytics course,0.03274711946634324,7.440280629705681
A1553,dataanalyticscourse,119.0,4480.0,184.25,20.0,3.0,0.025,1985.0,,hyderabad,mobile,online data analytic,0.0265625,9.773405698778832
A1554,data anlytics corse,151.0,5595.0,246.66,24.0,4.0,0.026,1921.0,2024-11-29,hyderabad,desktop,learn data analytics,0.026988382484361036,6.788048325630422
A1555,dataanalyticscourse,190.0,4808.0,199.94,16.0,6.0,0.032,1454.0,,hyderabad,desktop,data analitics online,0.03951747088186356,6.2721816544963485
A1556,data analytics corse,138.0,3382.0,204.12,27.0,7.0,0.051,1386.0,,hydrebad,tablet,learn data analytics,0.04080425783560024,5.790123456790124
A1557,data anlytics corse,100.0,4643.0,214.46,16.0,9.0,0.09,1179.0,,hydrebad,tablet,online data analytic,0.021537798836958864,4.4975286766763025
A1558,dataanalyticscourse,187.0,5400.0,210.0,14.0,7.0,0.0374331550802139,1945.0,2024-11-15,hyderbad,desktop,analytics for data,0.03462962962962963,8.261904761904763
A1559,data analytcis course,176.0,3400.0,191.5,29.0,3.0,0.017045454545454544,1429.0,,hyderbad,mobile,online data analytic,0.05176470588235294,6.462140992167102
A1560,data analytics corse,117.0,4223.0,,28.0,6.0,0.059,1489.0,,hyderabad,mobile,data anaytics training,0.027705422685294814,
A1561,data anlytics corse,196.0,,206.31,24.0,8.0,0.051,1426.0,,hyderabad,tablet,data analitics online,,5.911928651059086
A1562,dataanalyticscourse,155.0,3864.0,222.17,12.0,3.0,0.01935483870967742,1407.0,2024-11-21,hydrebad,mobile,data anaytics training,0.04011387163561077,5.332988252239276
A1563,dataanalyticscourse,188.0,3838.0,240.99,15.0,3.0,0.016,1951.0,,hydrebad,mobile,data analytics course,0.04898384575299635,7.095771608780447
A1564,data analytcis course,81.0,5659.0,222.98,25.0,4.0,0.057,1654.0,2024-11-19,hyderabad,tablet,data analitics online,0.014313482947517229,6.417705623822765
A1565,data analytics corse,125.0,4794.0,,28.0,7.0,0.051,1453.0,2024-11-22,hyderabad,desktop,data analitics online,0.026074259491030455,
A1566,data analytics corse,158.0,5214.0,222.28,21.0,3.0,0.019,1630.0,,hydrebad,desktop,data analytics course,0.030303030303030304,6.333093395717114
A1567,data analytics corse,133.0,5762.0,196.02,10.0,5.0,0.038,,,hyderabad,tablet,data analytics course,0.023082263103089206,
A1568,data analytcis course,128.0,5026.0,239.88,15.0,9.0,0.07,1745.0,,hyderbad,mobile,analytics for data,0.025467568643056108,6.274470568617642
A1569,data analytcis course,148.0,3883.0,181.4,30.0,4.0,0.027,1966.0,2024-11-16,hydrebad,desktop,analytics for data,0.03811485964460469,9.83792723263506
A1570,dataanalyticscourse,92.0,4605.0,234.69,29.0,3.0,0.03260869565217391,1264.0,2024-11-30,hyderbad,mobile,data anaytics training,0.01997828447339848,4.385828113681878
A1571,data anlytics corse,147.0,,205.83,25.0,8.0,0.05442176870748299,1728.0,2024-11-02,hydrebad,desktop,data analytics course,,7.395277656318321
A1572,data anlytics corse,136.0,5454.0,247.7,13.0,6.0,0.044,1687.0,,hydrebad,mobile,data analitics online,0.024935826916024934,5.810658054097699
A1573,data anlytics corse,132.0,4957.0,220.43,28.0,6.0,0.045,1218.0,,hyderbad,mobile,online data analytic,0.026629009481541253,4.525563671006668
A1574,dataanalyticscourse,173.0,,241.61,28.0,3.0,0.017,1191.0,2024-11-13,hyderabad,tablet,learn data analytics,,3.929431728819171
A1575,data anlytics corse,85.0,4747.0,224.35,26.0,5.0,0.059,1087.0,,hyderabad,tablet,data analytics course,0.01790604592374131,3.845108090037887
A1576,data analytcis course,129.0,5874.0,200.17,12.0,5.0,0.039,1405.0,2024-11-29,hyderabad,tablet,online data analytic,0.021961184882533197,6.019033821251936
A1577,data analytics corse,181.0,4730.0,243.35,16.0,4.0,0.022099447513812154,1975.0,,hyderabad,mobile,online data analytic,0.03826638477801268,7.115882473803165
A1578,data analytcis course,85.0,5341.0,249.64,21.0,6.0,0.032,1388.0,,hyderbad,mobile,online data analytic,0.015914622729825877,4.560006409229291
A1579,data analytcis course,92.0,4327.0,188.6,14.0,7.0,0.07608695652173914,1140.0,2024-11-22,hydrebad,tablet,data anaytics training,0.021261844233880285,5.044538706256628
A1580,data analytics corse,192.0,,180.82,27.0,4.0,0.021,1847.0,,hydrebad,mobile,data anaytics training,,9.214578033403384
A1581,data analytcis course,146.0,4484.0,194.67,27.0,9.0,0.052,1234.0,2024-11-02,hyderbad,tablet,data anaytics training,0.03256021409455843,5.338932552524786
A1582,data anlytics corse,178.0,4311.0,205.46,18.0,4.0,0.022,1671.0,2024-11-18,hyderabad,tablet,analytics for data,0.041289723961957785,7.132969921152536
A1583,dataanalyticscourse,197.0,3009.0,233.44,22.0,9.0,0.046,1374.0,,hydrebad,tablet,analytics for data,0.06547025589896975,4.885880740233036
A1584,data anlytics corse,176.0,3110.0,205.23,23.0,5.0,0.028,1746.0,2024-11-19,hyderabad,desktop,online data analytic,0.05659163987138264,7.507528139160942
A1585,dataanalyticscourse,98.0,3365.0,224.28,27.0,9.0,0.09183673469387756,1108.0,,hyderabad,desktop,data anaytics training,0.02912332838038633,3.9402532548599964
A1586,dataanalyticscourse,105.0,3274.0,187.89,24.0,4.0,0.038,1360.0,,hyderabad,desktop,learn data analytics,0.03207086133170434,6.238277715684711
A1587,dataanalyticscourse,113.0,3231.0,210.13,19.0,10.0,0.041,1234.0,,hyderbad,desktop,online data analytic,0.03497369235530796,4.872555084947414
A1588,data analytics corse,,3440.0,246.53,13.0,10.0,,1217.0,,hyderabad,tablet,online data analytic,,3.9365188820833166
A1589,data analytcis course,88.0,5196.0,197.32,26.0,5.0,0.057,1438.0,,hydrebad,desktop,online data analytic,0.016936104695919937,6.287654571254815
A1590,data analytics corse,106.0,5321.0,239.76,11.0,7.0,0.066,1910.0,,hydrebad,desktop,data anaytics training,0.019921067468520955,6.9662996329663
A1591,dataanalyticscourse,148.0,5841.0,243.09,15.0,7.0,0.047,1535.0,,hyderabad,mobile,data analitics online,0.025338127033042286,5.314533711793986
A1592,data analytcis course,174.0,,227.96,25.0,5.0,0.029,1566.0,2024-11-15,hyderbad,tablet,online data analytic,,5.869626250219336
A1593,dataanalyticscourse,196.0,5776.0,227.24,30.0,4.0,0.02,,,hyderabad,mobile,data anaytics training,0.03393351800554017,
A1594,data analytics corse,128.0,4729.0,243.45,25.0,9.0,0.031,1782.0,2024-11-23,hydrebad,desktop,learn data analytics,0.027067033199407908,6.3197781885397415
A1595,data analytcis course,163.0,5371.0,215.89,29.0,7.0,0.043,1906.0,2024-11-05,hydrebad,tablet,data analytics course,0.03034816607708062,7.828570105146141
A1596,data analytics corse,183.0,5268.0,203.65,17.0,5.0,0.027,1731.0,2024-11-12,hyderabad,mobile,learn data analytics,0.034738041002277904,7.499877240363368
A1597,dataanalyticscourse,196.0,5386.0,224.31,23.0,4.0,0.02,1423.0,,hyderabad,tablet,learn data analytics,0.0363906424062384,5.343899068253756
A1598,data anlytics corse,121.0,4432.0,218.71,25.0,10.0,0.08264462809917356,1568.0,,hydrebad,desktop,analytics for data,0.0273014440433213,6.169310959718348
A1599,data analytics corse,174.0,3031.0,242.32,25.0,6.0,0.034,1381.0,2024-11-08,hyderabad,mobile,online data analytic,0.057406796436819535,4.69907560250908
A1600,data anlytics corse,142.0,5999.0,214.05,27.0,,,1064.0,2024-11-21,hyderabad,desktop,analytics for data,0.023670611768628103,3.9708012146694696
A1601,data anlytics corse,118.0,3274.0,222.62,10.0,3.0,0.025,1716.0,,hyderbad,tablet,analytics for data,0.03604153940134392,6.708202317851047
A1602,data analytics corse,118.0,5889.0,193.01,17.0,10.0,0.085,1789.0,2024-11-10,hyderabad,desktop,online data analytic,0.02003735778570216,8.268949795347392
A1603,dataanalyticscourse,149.0,5601.0,222.01,15.0,6.0,0.04,1514.0,,hydrebad,desktop,analytics for data,0.026602392429923228,5.819512634566011
A1604,dataanalyticscourse,127.0,4295.0,212.6,26.0,10.0,0.079,1713.0,,hyderabad,tablet,data analytics course,0.029569266589057043,7.057384760112889
A1605,dataanalyticscourse,195.0,5135.0,226.37,17.0,3.0,0.015384615384615385,,,hyderbad,desktop,data anaytics training,0.0379746835443038,
A1606,data anlytics corse,173.0,5233.0,229.38,28.0,7.0,0.04046242774566474,1322.0,2024-11-16,hyderabad,mobile,learn data analytics,0.03305943053697688,4.763362106548086
A1607,dataanalyticscourse,131.0,5727.0,218.65,28.0,4.0,0.031,1631.0,,hydrebad,mobile,data anaytics training,0.02287410511611664,6.459410016007317
A1608,data anlytics corse,105.0,4691.0,213.15,21.0,3.0,0.035,1276.0,2024-11-22,hyderabad,desktop,analytics for data,0.022383287145597952,4.986394557823129
A1609,data analytcis course,104.0,3409.0,207.63,19.0,4.0,0.038461538461538464,1195.0,,hydrebad,mobile,analytics for data,0.030507480199471988,4.755430332803545
A1610,dataanalyticscourse,139.0,4333.0,230.05,19.0,6.0,0.043,1407.0,,hyderbad,desktop,analytics for data,0.03207939072236326,5.116061725711802
A1611,data analytcis course,110.0,4430.0,197.84,23.0,5.0,0.045,,2024-11-15,hyderabad,mobile,learn data analytics,0.024830699774266364,
A1612,data analytcis course,193.0,4860.0,181.27,14.0,5.0,0.026,,2024-11-16,hyderabad,desktop,online data analytic,0.0397119341563786,
A1613,data analytics corse,109.0,4396.0,188.6,11.0,10.0,0.092,1451.0,,hyderabad,mobile,data anaytics training,0.024795268425841673,6.693531283138919
A1614,data analytics corse,141.0,5000.0,223.7,29.0,10.0,0.071,1909.0,2024-11-12,hydrebad,tablet,data analitics online,0.0282,7.533750558784086
A1615,data analytics corse,182.0,3487.0,211.71,23.0,7.0,0.038,1027.0,,hyderabad,mobile,data analitics online,0.05219386291941497,3.850975390864862
A1616,data analytcis course,179.0,4236.0,245.01,23.0,7.0,0.039,1822.0,2024-11-07,hydrebad,mobile,learn data analytics,0.042256846081208686,6.436431166074854
A1617,data analytcis course,89.0,5349.0,,,8.0,0.09,1371.0,,hydrebad,tablet,data analitics online,0.016638624041876986,
A1618,dataanalyticscourse,181.0,5678.0,226.89,22.0,10.0,0.055248618784530384,1992.0,,hyderbad,tablet,data anaytics training,0.03187742162733357,7.779584820838292
A1619,data anlytics corse,85.0,5247.0,219.97,15.0,7.0,0.082,1612.0,2024-11-20,hyderabad,desktop,analytics for data,0.016199733180865258,6.328272037095967
A1620,data anlytics corse,179.0,3685.0,202.66,15.0,,0.039,1634.0,2024-11-18,hyderabad,desktop,data analytics course,0.0485753052917232,7.062765222540214
A1621,data anlytics corse,172.0,5862.0,202.0,23.0,4.0,0.023,1469.0,,hyderbad,desktop,online data analytic,0.029341521664960766,6.272277227722772
A1622,data anlytics corse,196.0,5040.0,197.08,11.0,9.0,0.046,1774.0,,hydrebad,desktop,data analytics course,0.03888888888888889,8.001420742845545
A1623,dataanalyticscourse,,3423.0,223.95,30.0,4.0,0.055,1480.0,2024-11-03,hyderabad,desktop,analytics for data,,5.608617995088189
A1624,data anlytics corse,135.0,5981.0,228.66,26.0,6.0,0.044444444444444446,1515.0,,hyderabad,desktop,data anaytics training,0.022571476341748872,5.625557596431382
A1625,data analytcis course,97.0,3495.0,230.83,16.0,6.0,0.062,1675.0,,hyderabad,tablet,analytics for data,0.027753934191702433,6.256422475414808
A1626,dataanalyticscourse,137.0,3702.0,215.41,25.0,9.0,0.066,1010.0,,hyderabad,desktop,learn data analytics,0.037007023230686116,3.6887331135973263
A1627,data analytcis course,164.0,3405.0,217.58,10.0,3.0,0.018,1885.0,,hyderbad,desktop,data analitics online,0.04816446402349486,7.66348009927383
A1628,data anlytics corse,178.0,3370.0,180.66,25.0,9.0,0.051,1830.0,2024-11-24,hyderbad,desktop,online data analytic,0.052818991097922846,9.129525074726004
A1629,dataanalyticscourse,146.0,4455.0,227.13,16.0,5.0,0.03424657534246575,1040.0,,hyderbad,tablet,online data analytic,0.03277216610549944,3.5788755338352485
A1630,dataanalyticscourse,149.0,4670.0,218.31,10.0,10.0,0.067,1623.0,,hyderbad,mobile,analytics for data,0.03190578158458244,6.434382300398516
A1631,dataanalyticscourse,193.0,4287.0,204.62,15.0,3.0,0.015544041450777202,1800.0,,hyderabad,tablet,data anaytics training,0.0450198273851178,7.7967940572769034
A1632,dataanalyticscourse,,3546.0,183.41,27.0,7.0,,1701.0,,hydrebad,mobile,data anaytics training,,8.27430347309307
A1633,data analytcis course,106.0,4740.0,229.13,19.0,3.0,0.028,1149.0,2024-11-11,hyderabad,desktop,online data analytic,0.022362869198312235,4.014620521101558
A1634,dataanalyticscourse,131.0,5642.0,184.57,20.0,9.0,0.06870229007633588,1827.0,,hyderabad,mobile,data analytics course,0.023218716767103863,8.89868342634231
A1635,data analytcis course,111.0,4161.0,185.58,10.0,7.0,0.06306306306306306,1434.0,2024-11-04,hyderabad,desktop,data anaytics training,0.026676279740447006,6.727125767862916
A1636,data analytcis course,144.0,4241.0,181.4,24.0,5.0,0.035,1693.0,,hydrebad,mobile,online data analytic,0.033954256071681205,8.332965821389195
A1637,dataanalyticscourse,151.0,5875.0,192.46,28.0,,,1459.0,,hyderabad,mobile,data analitics online,0.02570212765957447,6.580796009560427
A1638,data anlytics corse,146.0,5457.0,,15.0,5.0,0.034,1029.0,2024-11-02,hyderbad,desktop,data analytics course,0.026754627084478653,
A1639,dataanalyticscourse,133.0,4780.0,198.66,22.0,4.0,0.03,1905.0,,hydrebad,tablet,online data analytic,0.02782426778242678,8.589247961340984
A1640,data analytics corse,,5922.0,239.1,12.0,3.0,0.048,1733.0,,hyderabad,desktop,data analytics course,,6.248013383521539
A1641,data analytcis course,82.0,3454.0,228.02,30.0,7.0,0.049,1463.0,2024-11-09,hyderabad,desktop,learn data analytics,0.02374059061957151,5.416103850539426
A1642,data analytcis course,135.0,3449.0,200.06,17.0,5.0,0.037,1950.0,,hydrebad,mobile,data analytics course,0.03914178022615251,8.74707587723683
A1643,data analytcis course,199.0,4287.0,235.58,12.0,10.0,0.05,1276.0,2024-11-10,hydrebad,tablet,data analytics course,0.04641940751108001,4.4164190508532135
A1644,dataanalyticscourse,123.0,5000.0,187.67,25.0,3.0,0.024,1351.0,2024-11-07,hyderabad,tablet,data analitics online,0.0246,6.198806415516598
A1645,dataanalyticscourse,154.0,3437.0,211.63,28.0,4.0,0.026,1604.0,2024-11-14,hydrebad,tablet,data anaytics training,0.04480651731160896,6.579265699570004
A1646,dataanalyticscourse,88.0,3475.0,191.96,12.0,7.0,0.08,1204.0,,hyderabad,desktop,online data analytic,0.025323741007194246,5.272140029172744
A1647,data analytics corse,165.0,4889.0,180.19,21.0,4.0,0.024,1458.0,,hydrebad,mobile,analytics for data,0.03374923297197791,7.091459015483656
A1648,data analytics corse,87.0,3639.0,220.76,22.0,3.0,0.036,1231.0,2024-11-14,hyderabad,mobile,analytics for data,0.023907666941467436,4.57619133901069
A1649,data analytics corse,147.0,3959.0,181.18,27.0,9.0,0.061,1627.0,,hyderbad,mobile,analytics for data,0.03713058853245769,7.980019869742796
A1650,data analytcis course,137.0,5400.0,180.04,10.0,10.0,0.073,1375.0,2024-11-29,hydrebad,tablet,analytics for data,0.02537037037037037,6.637191735169963
A1651,dataanalyticscourse,188.0,5528.0,245.03,13.0,10.0,0.053,1202.0,2024-11-29,hyderabad,desktop,analytics for data,0.03400868306801737,3.905521772844142
A1652,data anlytics corse,162.0,5456.0,193.69,10.0,6.0,0.037,1992.0,2024-11-29,hyderabad,tablet,online data analytic,0.02969208211143695,9.28447519231762
A1653,data analytcis course,102.0,4308.0,221.54,13.0,7.0,0.06,1096.0,2024-11-08,hyderabad,mobile,data analitics online,0.023676880222841225,3.9471878667509257
A1654,dataanalyticscourse,120.0,3245.0,196.09,15.0,9.0,0.075,1056.0,,hyderabad,desktop,data anaytics training,0.03697996918335902,4.385282268346168
A1655,data analytcis course,125.0,3339.0,205.32,18.0,4.0,0.054,1985.0,,hydrebad,desktop,data analytics course,0.03743635819107517,8.667835573738556
A1656,data anlytics corse,155.0,5977.0,187.28,16.0,7.0,0.04516129032258064,1607.0,,hyderabad,desktop,online data analytic,0.025932742178350343,7.580734728748398
A1657,data analytcis course,137.0,4231.0,226.49,25.0,5.0,0.036,1078.0,,hydrebad,tablet,analytics for data,0.03238005199716379,3.7595920349684313
A1658,data analytcis course,91.0,4506.0,195.99,12.0,3.0,0.045,1179.0,2024-11-22,hyderbad,tablet,learn data analytics,0.020195295162006213,5.015613041481708
A1659,dataanalyticscourse,87.0,4869.0,220.97,29.0,5.0,0.057,1480.0,2024-11-05,hydrebad,desktop,data anaytics training,0.017868145409735057,5.69774177490157
A1660,data analytics corse,124.0,5716.0,217.84,28.0,8.0,0.06451612903225806,1791.0,,hyderabad,mobile,data anaytics training,0.021693491952414275,7.221630554535439
A1661,data anlytics corse,128.0,3243.0,208.41,14.0,6.0,0.037,1514.0,,hyderabad,mobile,online data analytic,0.039469626888683315,6.264526654191258
A1662,data analytcis course,111.0,3911.0,239.24,28.0,9.0,0.08108108108108109,1097.0,,hyderabad,tablet,online data analytic,0.028381488110457685,3.5853536197960207
A1663,data analytics corse,89.0,3982.0,209.87,27.0,7.0,0.079,1920.0,,hydrebad,desktop,data analytics course,0.022350577599196383,8.148520512698337
A1664,data anlytics corse,107.0,5299.0,207.36,19.0,8.0,0.07476635514018691,1567.0,,hydrebad,tablet,data anaytics training,0.020192489148896018,6.55690586419753
A1665,data anlytics corse,181.0,4150.0,236.69,15.0,5.0,0.027624309392265192,1251.0,2024-11-10,hyderabad,mobile,data analitics online,0.0436144578313253,4.285394397735434
A1666,dataanalyticscourse,110.0,5925.0,188.18,29.0,9.0,0.082,1682.0,,hydrebad,desktop,data anaytics training,0.018565400843881856,7.938250611117015
A1667,data analytcis course,85.0,4010.0,195.26,17.0,4.0,0.042,1853.0,,hydrebad,mobile,data analitics online,0.02119700748129676,8.489910888046708
A1668,data analytics corse,125.0,5767.0,,12.0,8.0,0.035,1020.0,2024-11-19,hyderabad,tablet,data analitics online,0.021675047685104906,
A1669,data anlytics corse,163.0,,,11.0,3.0,0.018,1819.0,2024-11-20,hydrebad,tablet,data anaytics training,,
A1670,data analytics corse,129.0,3787.0,229.81,10.0,6.0,0.047,1221.0,2024-11-13,hydrebad,desktop,online data analytic,0.0340639028254555,4.313084722161786
A1671,data analytcis course,112.0,4834.0,212.27,11.0,7.0,0.062,1524.0,,hyderabad,mobile,data analitics online,0.023169218038891187,6.179535497244076
A1672,data analytcis course,104.0,3031.0,188.47,13.0,6.0,0.043,1998.0,2024-11-05,hydrebad,desktop,data anaytics training,0.03431210821511053,9.601156682761182
A1673,dataanalyticscourse,132.0,3754.0,180.88,21.0,10.0,0.076,1601.0,2024-11-24,hyderabad,mobile,online data analytic,0.03516249334043687,7.851172047766474
A1674,data anlytics corse,113.0,3281.0,241.85,16.0,6.0,0.053,,,hyderabad,tablet,data analitics online,0.034440719292898506,
A1675,data anlytics corse,109.0,4910.0,236.2,,8.0,0.054,1145.0,,hydrebad,tablet,data anaytics training,0.02219959266802444,3.8475867908552073
A1676,data anlytics corse,144.0,5026.0,231.82,14.0,4.0,0.028,1645.0,,hyderbad,desktop,data analytics course,0.02865101472343812,6.096022776291951
A1677,data analytics corse,179.0,5091.0,238.62,10.0,6.0,0.034,1259.0,,hyderabad,mobile,learn data analytics,0.03516008642702809,4.276171318414215
A1678,data analytcis course,,5622.0,190.87,14.0,8.0,,1400.0,,hyderbad,mobile,analytics for data,,6.334835228165768
A1679,data anlytics corse,116.0,4538.0,221.74,23.0,9.0,0.078,1639.0,2024-11-24,hyderbad,desktop,data anaytics training,0.025561921551344204,6.391539641021016
A1680,dataanalyticscourse,89.0,3509.0,192.14,27.0,9.0,0.101,1564.0,,hyderabad,mobile,online data analytic,0.02536335138216016,7.139897991048195
A1681,dataanalyticscourse,96.0,3346.0,248.48,15.0,7.0,0.073,1118.0,2024-11-28,hyderbad,desktop,data analitics online,0.02869097429766886,3.4993560849967804
A1682,dataanalyticscourse,193.0,4706.0,213.41,24.0,8.0,0.046,1058.0,,hyderabad,desktop,data analytics course,0.04101147471313217,3.9575933648844948
A1683,data analytcis course,122.0,3896.0,194.3,23.0,3.0,0.025,1355.0,,hyderabad,mobile,data analytics course,0.03131416837782341,5.973751930005147
